﻿Session,Title,URL
"Current Session","Non-equi join in hive to get dim data between fact... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/Non-equi-join-in-hive-to-get-dim-data-between-fact-table/td-p/114273"
"Current Session","atexit — Exit handlers — Python 3.7.7rc1 documentation","https://docs.python.org/3.7/library/atexit.html#atexit-example"
"Current Session","linux - How can I edit multiple files in VIM? - Unix & Linux Stack Exchange","https://unix.stackexchange.com/questions/27586/how-can-i-edit-multiple-files-in-vim"
"Current Session","Difference between routing, forwarding, switching - Network Engineering Stack Exchange","https://networkengineering.stackexchange.com/questions/33615/difference-between-routing-forwarding-switching"
"Current Session","Parsing JSON with jq","http://www.compciv.org/recipes/cli/jq-for-parsing-json/"
"Current Session","Redirecting all kinds of stdout in Python - Eli Bendersky's website","https://eli.thegreenplace.net/2015/redirecting-all-kinds-of-stdout-in-python/"
"Current Session","How to insert a dictionary in another dictionary in Python (How to merge two dictionaries)","https://code-maven.com/how-to-insert-a-dictionary-in-another-dictionary-in-python"
"Current Session","How to fix the ""Name or service not known"" error in the ProtectionLS error log when the ProtectionLS service cannot start on a ReadyAPI floating license server? ~ Case Management Portal","https://smartbear-cc.force.com/portal/KbArticleViewer?name=How-to-fix-the-Name-or-service-not-known-error-in-the-ProtectionLS-error-log-when-the-ProtectionLS-service-cannot-start-on-a-ReadyAPI-floating-license-server&sp=all"
"Current Session","regression - Random forest assumptions - Cross Validated","https://stats.stackexchange.com/questions/59124/random-forest-assumptions"
"Current Session","Solved: How to change location of the external table in hi... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/How-to-change-location-of-the-external-table-in-hive/td-p/134391"
"Current Session","pandas.read_csv — pandas 1.0.1 documentation","https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.read_csv.html"
"Current Session","Defining Table Record Formats in Hive - dummies","https://www.dummies.com/programming/big-data/hadoop/defining-table-record-formats-in-hive/"
"Current Session","Hive on Tez : How to control the number of Mappers and Reducers | Open Knowledge Base","http://www.openkb.info/2017/05/hive-on-tez-how-to-control-number-of.html"
"Current Session","Hadoop Configuration parameters · Hadoop Internals","http://ercoppa.github.io/HadoopInternals/HadoopConfigurationParameters.html"
"Current Session","What is meaning of {} + in find's -exec command? - Unix & Linux Stack Exchange","https://unix.stackexchange.com/questions/195939/what-is-meaning-of-in-finds-exec-command"
"Current Session","Working with many files in pandas","http://jonathansoma.com/lede/foundations-2017/classes/working-with-many-files/class/"
"Current Session","Linux alias Command","https://www.mediacollege.com/linux/command/alias.html"
"Current Session","Shell Script to find out whether file has read, write and execute permission – nixCraft","https://bash.cyberciti.biz/file-management/find-file-permission-script/"
"Current Session","Linux Tutorial - Managing Group Access on Linux and UNIX","http://www.yolinux.com/TUTORIALS/LinuxTutorialManagingGroups.html"
"Current Session","Does s3cmd support multipart uploads?","https://s3tools.org/kb/item13.htm"
"Current Session","Multipart Upload API and Permissions - Amazon Simple Storage Service","https://docs.aws.amazon.com/AmazonS3/latest/dev/mpuAndPermissions.html"
"Current Session","Quickly Concatenating Files in Amazon S3","http://whitfin.io/quickly-concatenating-files-in-amazon-s3/"
"Current Session","whitfin/s3-concat: Concatenate Amazon S3 files remotely using flexible patterns","https://github.com/whitfin/s3-concat"
"Current Session","stream from s3 location in java - Google Search","https://www.google.com/search?rlz=1C1NHXL_enIN817IN817&sxsrf=ACYBGNShBpuBHNJHIJJwHWTqgvrzPUj0Dg%3A1580819304363&ei=aGM5XubsFfKZ4-EPg6CsuAs&q=stream+from+s3+location+in+java&oq=stream+from+s3+location+in+java&gs_l=psy-ab.3..33i22i29i30.7275.10091..10619...0.2..0.503.3088.3-6j1j1......0....1..gws-wiz.......0i71j33i160.2xrOPVPDxj8&ved=0ahUKEwjmwNzo8rfnAhXyzDgGHQMQC7cQ4dUDCAs&uact=5"
"Current Session","S3 workflows simplified with Java 8 streams | AWS Developer Blog","https://aws.amazon.com/blogs/developer/s3-workflows-simplified-with-java-8-streams/"
"Current Session","java - Getting file size from S3 bucket - Stack Overflow","https://stackoverflow.com/questions/35867138/getting-file-size-from-s3-bucket/35871008#35871008"
"Current Session","jenkins.neustar.biz","https://jenkins.neustar.biz/login?from=%2Fjob%2Fmarketshare-deployments%2Fjob%2F"
"Current Session","Multipart Uploads in Amazon S3 with Java | Baeldung","https://www.baeldung.com/aws-s3-multipart-upload"
"Current Session","CREATE TABLE geolocation STORED AS ORC AS SELECT *... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/CREATE-TABLE-geolocation-STORED-AS-ORC-AS-SELECT-FROM/td-p/156472"
"Current Session","Hive Built-in Operators – Arm Treasure Data","https://support.treasuredata.com/hc/en-us/articles/360001450728-Hive-Built-in-Operators"
"Current Session","mapreduce - What is Hive: Return Code 2 from org.apache.hadoop.hive.ql.exec.MapRedTask - Stack Overflow","https://stackoverflow.com/questions/11185528/what-is-hive-return-code-2-from-org-apache-hadoop-hive-ql-exec-mapredtask"
"Current Session","Community - Competitive Programming - Competitive Programming Tutorials - Binary Search","https://www.topcoder.com/community/competitive-programming/tutorials/binary-search"
"Current Session","Sphere Online Judge (SPOJ) - Problems","https://www.spoj.com/problems/riddle/"
"Current Session","SPOJ.com - Problem SUBSUMS","https://www.spoj.com/problems/SUBSUMS/"
"Current Session","Segment Tree and Lazy Propagation | HackerEarth","https://www.hackerearth.com/practice/notes/segment-tree-and-lazy-propagation/"
"Current Session","Basics of Disjoint Data Structures Tutorials & Notes | Data Structures | HackerEarth","https://www.hackerearth.com/practice/data-structures/disjoint-data-strutures/basics-of-disjoint-data-structures/tutorial/"
"Current Session","SPOJ.com - Problem LCA","https://www.spoj.com/problems/LCA/"
"Current Session","Greedy algorithm - Wikipedia","https://en.wikipedia.org/wiki/Greedy_algorithm"
"Current Session","Matroid - Wikipedia","https://en.wikipedia.org/wiki/Matroid"
"Current Session","FAILED: Execution Error, return code 2 from org.ap... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/FAILED-Execution-Error-return-code-2-from-org-apache-hadoop/td-p/17416"
"Current Session","Kite – Zerodha's sleek, fast, and modern flagship trading platform","https://zerodha.com/products/kite"
"Current Session","Builder Pattern - Spring Framework Guru","https://springframework.guru/gang-of-four-design-patterns/builder-pattern/"
"Current Session","Visitor Pattern - Spring Framework Guru","https://springframework.guru/gang-of-four-design-patterns/visitor-pattern/"
"Current Session","Operating System - File System - Tutorialspoint","https://www.tutorialspoint.com/operating_system/os_file_system.htm"
"Current Session","Amazon Web Services (AWS) - Cloud Computing Services","https://aws.amazon.com/"
"Current Session","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/tv-mta/tv-results-prod/mta-tv-impressions/ultimateowner_id%253D1199999/?region=us-east-1&tab=overview"
"Current Session","MTA Engineering Board - Agile Board - Neustar JIRA","https://jira.nexgen.neustar.biz/secure/RapidBoard.jspa?rapidView=1959&view=detail&selectedIssue=MTA-2003&quickFilter=10293"
"Current Session","[MTA-2075] Bug: Feature Attribution is failing - Neustar JIRA","https://jira.nexgen.neustar.biz/browse/MTA-2075"
"Current Session","• Edenred •","https://edenredcards.co.in/Login.aspx"
"Current Session","MTA-Training-2020 - OneDrive","https://neustar-my.sharepoint.com/personal/ramanujam_hs_team_neustar/_layouts/15/onedrive.aspx?cid=25c881a0-05f9-4911-9861-b6c0a954019a&id=%2fpersonal%2framanujam_hs_team_neustar%2fDocuments%2fMTA+Training%2fMTA+Backend%2fMTA-Training-2020&FolderCTID=0x01200099804CA0955D5441BC675B6CC364E56A"
"Current Session","Verifying an Alien Dictionary - LeetCode","https://leetcode.com/problems/verifying-an-alien-dictionary/solution/"
"Current Session","Find Elements in a Contaminated Binary Tree - LeetCode","https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/"
"Current Session","Coronavirus Update (Live): 658,347 Cases and 30,460 Deaths from COVID-19 Virus Outbreak - Worldometer","https://www.worldometers.info/coronavirus/#countries"
"Current Session","7 Ways to Identify Ceylon Cinnamon (Buying Tips)","https://www.benefits-of-honey.com/ceylon-cinnamon.html"
"Current Session","2020 coronavirus pandemic in India - Wikipedia","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_India"
"20-Mar-2020","Number pattern programs in C - Codeforwin","https://codeforwin.org/2016/06/number-pattern-programs-in-c.html"
"20-Mar-2020","Find minimum time to finish all jobs with given constraints - GeeksforGeeks","https://www.geeksforgeeks.org/find-minimum-time-to-finish-all-jobs-with-given-constraints/"
"20-Mar-2020","Linear Algebra Cheat Sheet · scalanlp/breeze Wiki","https://github.com/scalanlp/breeze/wiki/Linear-Algebra-Cheat-Sheet"
"20-Mar-2020","Programming Interview Questions - Arden DertatArden Dertat","http://www.ardendertat.com/2012/01/09/programming-interview-questions/"
"20-Mar-2020","OpenCV-Python Tutorials — OpenCV-Python Tutorials 1 documentation","https://opencv-python-tutroals.readthedocs.io/en/latest/py_tutorials/py_tutorials.html"
"20-Mar-2020","CIFAR-10 CNN - Keras Documentation","https://keras.io/examples/cifar10_cnn/"
"20-Mar-2020","Testing Scala with sbt and ScalaTest on the Command Line | Scala Documentation","https://docs.scala-lang.org/getting-started/sbt-track/testing-scala-with-sbt-on-the-command-line.html"
"20-Mar-2020","TCP Flow Control - InetDaemon's IT Tutorials","https://www.inetdaemon.com/tutorials/internet/tcp/flow_control.shtml"
"20-Mar-2020","TensorFlow Object Detection API tutorial — TensorFlow Object Detection API tutorial documentation","https://tensorflow-object-detection-api-tutorial.readthedocs.io/en/latest/"
"20-Mar-2020","Python Programming Tutorials","https://pythonprogramming.net/training-custom-objects-tensorflow-object-detection-api-tutorial/?completed=/creating-tfrecord-files-tensorflow-object-detection-api-tutorial/"
"20-Mar-2020","Paperspace - Login","https://www.paperspace.com/account/login"
"20-Mar-2020","String Functions in Hive","https://www.folkstalk.com/2011/11/string-functions-in-hive.html"
"20-Mar-2020","How to Improve Hive Query Performance With Hadoop - DZone Performance","https://dzone.com/articles/how-to-improve-hive-query-performance-with-hadoop"
"20-Mar-2020","Hadoop Hive Conditional Functions: IF,CASE,COALESCE,NVL,DECODE - DWgeek.com","https://dwgeek.com/hadoop-hive-conditional-functions-if-case-coalesce-nvl-decode.html/"
"20-Mar-2020","Writing Custom Hive UDF and&nbsp;UDAF - DZone Big Data","https://dzone.com/articles/writing-custom-hive-udf-andudaf"
"20-Mar-2020","Raj-Design-questions/awesome-scalability: High Scalability, High Availability, High Stability, High Performance, and High Intelligence Back-End Design Patterns","https://github.com/Raj-Design-questions/awesome-scalability"
"20-Mar-2020","Meet Michelangelo: Uber's Machine Learning Platform","https://eng.uber.com/michelangelo-machine-learning-platform/"
"20-Mar-2020","Postman","chrome-extension://coohjcphdfgbiolnekdpbcijmhambjff/index.html"
"20-Mar-2020","Help and Documentation in IPython | Python Data Science Handbook","https://jakevdp.github.io/PythonDataScienceHandbook/01.01-help-and-documentation.html"
"20-Mar-2020","28 Jupyter Notebook Tips, Tricks, and Shortcuts for Data Science","https://www.dataquest.io/blog/jupyter-notebook-tips-tricks-shortcuts/"
"20-Mar-2020","Create cron job or schedule jobs using bash scripts in Linux or Unix","https://www.golinuxcloud.com/create-schedule-cron-job-shell-script-linux/"
"20-Mar-2020","The ps Command","http://www.linfo.org/ps.html"
"20-Mar-2020","AWS Command line: S3 content from stdin or to stdout","https://loige.co/aws-command-line-s3-content-from-stdin-or-to-stdout/"
"20-Mar-2020","Hadoop Hive Analytic Functions and Examples - DWgeek.com","https://dwgeek.com/hadoop-hive-analytic-functions-examples.html/"
"20-Mar-2020","How to split the input file in Apache Spark - Stack Overflow","https://stackoverflow.com/questions/27619230/how-to-split-the-input-file-in-apache-spark"
"20-Mar-2020","python - Splitting +10GB .csv File into equal Parts without reading into Memory - Stack Overflow","https://stackoverflow.com/questions/53028454/splitting-10gb-csv-file-into-equal-parts-without-reading-into-memory"
"20-Mar-2020","Split large files into a number of smaller files in Unix","https://kb.iu.edu/d/afar"
"20-Mar-2020","Neustar SFTP Web Client","https://mdc-ftp.marketshare.com/webclient/Login.xhtml"
"20-Mar-2020","Complex Json transformation using Hive functions - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/Complex-Json-transformation-using-Hive-functions/td-p/236476"
"20-Mar-2020","Non-equi join in hive to get dim data between fact... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/Non-equi-join-in-hive-to-get-dim-data-between-fact-table/td-p/114273"
"20-Mar-2020","atexit — Exit handlers — Python 3.7.7rc1 documentation","https://docs.python.org/3.7/library/atexit.html#atexit-example"
"20-Mar-2020","linux - How can I edit multiple files in VIM? - Unix & Linux Stack Exchange","https://unix.stackexchange.com/questions/27586/how-can-i-edit-multiple-files-in-vim"
"20-Mar-2020","Difference between routing, forwarding, switching - Network Engineering Stack Exchange","https://networkengineering.stackexchange.com/questions/33615/difference-between-routing-forwarding-switching"
"20-Mar-2020","Parsing JSON with jq","http://www.compciv.org/recipes/cli/jq-for-parsing-json/"
"20-Mar-2020","Redirecting all kinds of stdout in Python - Eli Bendersky's website","https://eli.thegreenplace.net/2015/redirecting-all-kinds-of-stdout-in-python/"
"20-Mar-2020","How to insert a dictionary in another dictionary in Python (How to merge two dictionaries)","https://code-maven.com/how-to-insert-a-dictionary-in-another-dictionary-in-python"
"20-Mar-2020","How to fix the ""Name or service not known"" error in the ProtectionLS error log when the ProtectionLS service cannot start on a ReadyAPI floating license server? ~ Case Management Portal","https://smartbear-cc.force.com/portal/KbArticleViewer?name=How-to-fix-the-Name-or-service-not-known-error-in-the-ProtectionLS-error-log-when-the-ProtectionLS-service-cannot-start-on-a-ReadyAPI-floating-license-server&sp=all"
"20-Mar-2020","regression - Random forest assumptions - Cross Validated","https://stats.stackexchange.com/questions/59124/random-forest-assumptions"
"20-Mar-2020","Solved: How to change location of the external table in hi... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/How-to-change-location-of-the-external-table-in-hive/td-p/134391"
"20-Mar-2020","pandas.read_csv — pandas 1.0.1 documentation","https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.read_csv.html"
"20-Mar-2020","Defining Table Record Formats in Hive - dummies","https://www.dummies.com/programming/big-data/hadoop/defining-table-record-formats-in-hive/"
"20-Mar-2020","Hive on Tez : How to control the number of Mappers and Reducers | Open Knowledge Base","http://www.openkb.info/2017/05/hive-on-tez-how-to-control-number-of.html"
"20-Mar-2020","Hadoop Configuration parameters · Hadoop Internals","http://ercoppa.github.io/HadoopInternals/HadoopConfigurationParameters.html"
"20-Mar-2020","What is meaning of {} + in find's -exec command? - Unix & Linux Stack Exchange","https://unix.stackexchange.com/questions/195939/what-is-meaning-of-in-finds-exec-command"
"20-Mar-2020","Working with many files in pandas","http://jonathansoma.com/lede/foundations-2017/classes/working-with-many-files/class/"
"20-Mar-2020","Linux alias Command","https://www.mediacollege.com/linux/command/alias.html"
"20-Mar-2020","Shell Script to find out whether file has read, write and execute permission – nixCraft","https://bash.cyberciti.biz/file-management/find-file-permission-script/"
"20-Mar-2020","Linux Tutorial - Managing Group Access on Linux and UNIX","http://www.yolinux.com/TUTORIALS/LinuxTutorialManagingGroups.html"
"20-Mar-2020","Does s3cmd support multipart uploads?","https://s3tools.org/kb/item13.htm"
"20-Mar-2020","Multipart Upload API and Permissions - Amazon Simple Storage Service","https://docs.aws.amazon.com/AmazonS3/latest/dev/mpuAndPermissions.html"
"20-Mar-2020","Quickly Concatenating Files in Amazon S3","http://whitfin.io/quickly-concatenating-files-in-amazon-s3/"
"20-Mar-2020","whitfin/s3-concat: Concatenate Amazon S3 files remotely using flexible patterns","https://github.com/whitfin/s3-concat"
"20-Mar-2020","stream from s3 location in java - Google Search","https://www.google.com/search?rlz=1C1NHXL_enIN817IN817&sxsrf=ACYBGNShBpuBHNJHIJJwHWTqgvrzPUj0Dg%3A1580819304363&ei=aGM5XubsFfKZ4-EPg6CsuAs&q=stream+from+s3+location+in+java&oq=stream+from+s3+location+in+java&gs_l=psy-ab.3..33i22i29i30.7275.10091..10619...0.2..0.503.3088.3-6j1j1......0....1..gws-wiz.......0i71j33i160.2xrOPVPDxj8&ved=0ahUKEwjmwNzo8rfnAhXyzDgGHQMQC7cQ4dUDCAs&uact=5"
"20-Mar-2020","S3 workflows simplified with Java 8 streams | AWS Developer Blog","https://aws.amazon.com/blogs/developer/s3-workflows-simplified-with-java-8-streams/"
"20-Mar-2020","java - Getting file size from S3 bucket - Stack Overflow","https://stackoverflow.com/questions/35867138/getting-file-size-from-s3-bucket/35871008#35871008"
"20-Mar-2020","jenkins.neustar.biz","https://jenkins.neustar.biz/login?from=%2Fjob%2Fmarketshare-deployments%2Fjob%2F"
"20-Mar-2020","Multipart Uploads in Amazon S3 with Java | Baeldung","https://www.baeldung.com/aws-s3-multipart-upload"
"20-Mar-2020","Kaise Bataoon Main Lyrics hindi | कैसे बताऊँ मैं वजूद lyrics | hindi.lyricsgram.com","http://hindi.lyricsgram.com/song/kaise-bataoon-main-34267"
"20-Mar-2020","How to use `git mergetool` to resolve conflicts","https://gist.github.com/karenyyng/f19ff75c60f18b4b8149"
"20-Mar-2020","CREATE TABLE geolocation STORED AS ORC AS SELECT *... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/CREATE-TABLE-geolocation-STORED-AS-ORC-AS-SELECT-FROM/td-p/156472"
"20-Mar-2020","Hive Built-in Operators – Arm Treasure Data","https://support.treasuredata.com/hc/en-us/articles/360001450728-Hive-Built-in-Operators"
"20-Mar-2020","mapreduce - What is Hive: Return Code 2 from org.apache.hadoop.hive.ql.exec.MapRedTask - Stack Overflow","https://stackoverflow.com/questions/11185528/what-is-hive-return-code-2-from-org-apache-hadoop-hive-ql-exec-mapredtask"
"20-Mar-2020","Community - Competitive Programming - Competitive Programming Tutorials - Binary Search","https://www.topcoder.com/community/competitive-programming/tutorials/binary-search"
"20-Mar-2020","Sphere Online Judge (SPOJ) - Problems","https://www.spoj.com/problems/riddle/"
"20-Mar-2020","SPOJ.com - Problem SUBSUMS","https://www.spoj.com/problems/SUBSUMS/"
"20-Mar-2020","Segment Tree and Lazy Propagation | HackerEarth","https://www.hackerearth.com/practice/notes/segment-tree-and-lazy-propagation/"
"20-Mar-2020","Basics of Disjoint Data Structures Tutorials & Notes | Data Structures | HackerEarth","https://www.hackerearth.com/practice/data-structures/disjoint-data-strutures/basics-of-disjoint-data-structures/tutorial/"
"20-Mar-2020","SPOJ.com - Problem LCA","https://www.spoj.com/problems/LCA/"
"20-Mar-2020","Greedy algorithm - Wikipedia","https://en.wikipedia.org/wiki/Greedy_algorithm"
"20-Mar-2020","Matroid - Wikipedia","https://en.wikipedia.org/wiki/Matroid"
"20-Mar-2020","FAILED: Execution Error, return code 2 from org.ap... - Cloudera Community","https://community.cloudera.com/t5/Support-Questions/FAILED-Execution-Error-return-code-2-from-org-apache-hadoop/td-p/17416"
"20-Mar-2020","Kite – Zerodha's sleek, fast, and modern flagship trading platform","https://zerodha.com/products/kite"
"20-Mar-2020","Builder Pattern - Spring Framework Guru","https://springframework.guru/gang-of-four-design-patterns/builder-pattern/"
"20-Mar-2020","Visitor Pattern - Spring Framework Guru","https://springframework.guru/gang-of-four-design-patterns/visitor-pattern/"
"20-Mar-2020","Operating System - File System - Tutorialspoint","https://www.tutorialspoint.com/operating_system/os_file_system.htm"
"20-Mar-2020","Sign in - Qubole Data Services (QDS)","https://api.qubole.com/users/sign_in"
"20-Mar-2020","Amazon Web Services (AWS) - Cloud Computing Services","https://aws.amazon.com/"
"20-Mar-2020","S3 Management Console","https://s3.console.aws.amazon.com/s3/buckets/tv-mta/tv-results-prod/mta-tv-impressions-20190824-20190825/?region=us-east-1&tab=overview"
"20-Mar-2020","MTA Engineering Board - Agile Board - Neustar JIRA","https://jira.nexgen.neustar.biz/secure/RapidBoard.jspa?rapidView=1959&view=detail&selectedIssue=MTA-1937"
"20-Mar-2020","• Edenred •","https://edenredcards.co.in/Login.aspx"
"20-Mar-2020","MTA-Training-2020 - OneDrive","https://neustar-my.sharepoint.com/personal/ramanujam_hs_team_neustar/_layouts/15/onedrive.aspx?cid=25c881a0-05f9-4911-9861-b6c0a954019a&id=%2fpersonal%2framanujam_hs_team_neustar%2fDocuments%2fMTA+Training%2fMTA+Backend%2fMTA-Training-2020&FolderCTID=0x01200099804CA0955D5441BC675B6CC364E56A"
"20-Mar-2020","Verifying an Alien Dictionary - LeetCode","https://leetcode.com/problems/verifying-an-alien-dictionary/solution/"
"20-Mar-2020","Find Elements in a Contaminated Binary Tree - LeetCode","https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/"
"20-Mar-2020","Coronavirus Update (Live): 236,917 Cases and 9,829 Deaths from COVID-19 Virus Outbreak - Worldometer","https://www.worldometers.info/coronavirus/"
"20-Mar-2020","Analyze  | Qubole Data Services (QDS)","https://api.qubole.com/v2/analyze?command_id=358888230"
"20-Mar-2020","[MTA-2053] Generating Tivo Impression Data - Neustar JIRA","https://jira.nexgen.neustar.biz/browse/MTA-2053"
"5-mar-2020","Number pattern programs in C - Codeforwin","https://codeforwin.org/2016/06/number-pattern-programs-in-c.html"
"5-mar-2020","Find minimum time to finish all jobs with given constraints - GeeksforGeeks","https://www.geeksforgeeks.org/find-minimum-time-to-finish-all-jobs-with-given-constraints/"
"5-mar-2020","Linear Algebra Cheat Sheet · scalanlp/breeze Wiki","https://github.com/scalanlp/breeze/wiki/Linear-Algebra-Cheat-Sheet"
"5-mar-2020","Programming Interview Questions - Arden DertatArden Dertat","http://www.ardendertat.com/2012/01/09/programming-interview-questions/"
"5-mar-2020","OpenCV-Python Tutorials — OpenCV-Python Tutorials 1 documentation","https://opencv-python-tutroals.readthedocs.io/en/latest/py_tutorials/py_tutorials.html"
"5-mar-2020","CIFAR-10 CNN - Keras Documentation","https://keras.io/examples/cifar10_cnn/"
"5-mar-2020","Testing Scala with sbt and ScalaTest on the Command Line | Scala Documentation","https://docs.scala-lang.org/getting-started/sbt-track/testing-scala-with-sbt-on-the-command-line.html"
"5-mar-2020","TCP Flow Control - InetDaemon's IT Tutorials","https://www.inetdaemon.com/tutorials/internet/tcp/flow_control.shtml"
"5-mar-2020","TensorFlow Object Detection API tutorial — TensorFlow Object Detection API tutorial documentation","https://tensorflow-object-detection-api-tutorial.readthedocs.io/en/latest/"
"5-mar-2020","Python Programming Tutorials","https://pythonprogramming.net/training-custom-objects-tensorflow-object-detection-api-tutorial/?completed=/creating-tfrecord-files-tensorflow-object-detection-api-tutorial/"
"5-mar-2020","Paperspace - Login","https://www.paperspace.com/account/login"
"5-mar-2020","String Functions in Hive","https://www.folkstalk.com/2011/11/string-functions-in-hive.html"
"5-mar-2020","How to Improve Hive Query Performance With Hadoop - DZone Performance","https://dzone.com/articles/how-to-improve-hive-query-performance-with-hadoop"
"5-mar-2020","Hadoop Hive Conditional Functions: IF,CASE,COALESCE,NVL,DECODE - DWgeek.com","https://dwgeek.com/hadoop-hive-conditional-functions-if-case-coalesce-nvl-decode.html/"
"5-mar-2020","Writing Custom Hive UDF and&nbsp;UDAF - DZone Big Data","https://dzone.com/articles/writing-custom-hive-udf-andudaf"
"5-mar-2020","Amazon Web Services Sign-In","https://us-east-1.signin.aws.amazon.com/oauth?SignatureVersion=4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJEABXKD7P4LVZGHQ&X-Amz-Date=2020-03-04T10%3A24%3A19.906Z&X-Amz-Signature=f749b3594f5e33e9c2c02c03d62067ad2a94d2a62550f614ef34bc72691fe1bc&X-Amz-SignedHeaders=host&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fs3&redirect_uri=https%3A%2F%2Fs3.console.aws.amazon.com%2Fs3%2Fbuckets%2Fqubole-att%2Fexperimental_fb%2F%3Fregion%3Dus-east-1%26state%3DhashArgs%2523%26tab%3Doverview%26isauthcode%3Dtrue&region=us-east-1&response_type=code&state=hashArgs%23&tab=overview"
